time,sim_hour,clamped_hour,is_drain_period,active_vehicles,min_expected_remaining,total_queue,departed_this_step,arrived_this_step,departed_this_hour,arrivals_bucketed_to_this_departure_hour,throughput_bucketed_to_this_departure_hour,vehicles_still_tracked
5640.0,1,1,False,15,80,8,0,1,368,353,353,15
5700.0,1,1,False,14,79,8,0,0,376,362,362,14
5760.0,1,1,False,1,66,1,0,0,376,375,375,1
5820.0,1,1,False,5,70,4,0,0,384,379,379,5
5880.0,1,1,False,8,73,0,0,0,392,384,384,8
5940.0,1,1,False,9,66,4,0,0,400,391,391,9
6000.0,1,1,False,28,85,16,0,0,432,404,404,28
6060.0,1,1,False,9,66,4,0,1,432,423,423,9
6120.0,1,1,False,6,63,6,0,0,440,434,434,6
6180.0,1,1,False,8,65,0,0,0,448,440,440,8
6240.0,1,1,False,2,59,1,0,0,448,446,446,2
6300.0,1,1,False,23,80,4,0,0,472,449,449,23
6360.0,1,1,False,6,63,6,0,0,472,466,466,6
6420.0,1,1,False,5,62,5,0,0,480,475,475,5
6480.0,1,1,False,23,80,8,0,0,504,481,481,23
6540.0,1,1,False,7,64,2,0,1,504,497,497,7
6600.0,1,1,False,8,65,4,0,0,512,504,504,8
6660.0,1,1,False,5,62,3,0,0,520,515,515,5
6720.0,1,1,False,3,60,3,0,0,528,525,525,3
6780.0,1,1,False,8,65,4,0,0,536,528,528,8
6840.0,1,1,False,3,60,2,0,1,536,533,533,3
6900.0,1,1,False,17,58,8,0,0,560,543,543,17
6960.0,1,1,False,14,39,5,0,0,576,562,562,14
7020.0,1,1,False,14,23,6,0,1,600,586,586,14
7080.0,1,1,False,13,22,6,0,0,608,595,595,13
7140.0,1,1,False,1,10,1,0,0,608,607,607,1
7200.0,2,2,False,4,5,2,0,0,0,0,0,4
7260.0,2,2,False,27,76,9,0,1,72,45,45,27
7320.0,2,2,False,0,49,0,0,0,72,72,72,0
7380.0,2,2,False,6,55,6,0,0,80,74,74,6
7440.0,2,2,False,0,49,0,0,0,80,80,80,0
7500.0,2,2,False,2,51,2,0,0,88,86,86,2
7560.0,2,2,False,0,49,0,0,0,88,88,88,0
7620.0,2,2,False,6,55,0,0,0,96,90,90,6
7680.0,2,2,False,4,53,4,0,0,104,100,100,4
7740.0,2,2,False,6,55,6,0,0,112,106,106,6
7800.0,2,2,False,2,51,0,0,0,112,110,110,2
7860.0,2,2,False,16,65,3,0,3,136,120,120,16
7920.0,2,2,False,0,49,0,0,0,136,136,136,0
7980.0,2,2,False,8,57,4,0,0,144,136,136,8
8040.0,2,2,False,0,49,0,0,0,144,144,144,0
8100.0,2,2,False,16,65,7,0,0,168,152,152,16
8160.0,2,2,False,5,54,5,0,0,168,163,163,5
8220.0,2,2,False,8,57,0,0,0,176,168,168,8
8280.0,2,2,False,2,51,1,0,0,176,174,174,2
8340.0,2,2,False,0,49,0,0,0,176,176,176,0
8400.0,2,2,False,5,54,2,0,0,184,179,179,5
8460.0,2,2,False,10,59,10,0,0,200,190,190,10
8520.0,2,2,False,8,57,3,0,0,216,208,208,8
8580.0,2,2,False,0,49,0,0,0,216,216,216,0
8640.0,2,2,False,6,55,2,0,0,224,218,218,6
8700.0,2,2,False,0,49,0,0,0,224,224,224,0
8760.0,2,2,False,6,55,4,0,0,232,226,226,6
8820.0,2,2,False,1,50,1,0,0,232,231,231,1
8880.0,2,2,False,6,55,4,0,1,240,234,234,6
8940.0,2,2,False,17,66,5,0,0,256,239,239,17
9000.0,2,2,False,12,61,10,0,0,264,252,252,12
9060.0,2,2,False,15,64,13,0,0,280,265,265,15
9120.0,2,2,False,12,61,7,0,0,288,276,276,12
9180.0,2,2,False,1,50,1,0,0,288,287,287,1
9240.0,2,2,False,8,57,0,0,0,296,288,288,8
9300.0,2,2,False,2,51,1,0,0,296,294,294,2
9360.0,2,2,False,0,49,0,0,0,296,296,296,0
9420.0,2,2,False,6,55,3,0,0,312,306,306,6
9480.0,2,2,False,0,49,0,0,0,312,312,312,0
9540.0,2,2,False,3,52,2,0,0,320,317,317,3
9600.0,2,2,False,0,49,0,0,0,320,320,320,0
9660.0,2,2,False,21,70,12,0,0,344,323,323,21
9720.0,2,2,False,4,53,2,0,0,344,340,340,4
9780.0,2,2,False,6,55,5,0,0,352,346,346,6
9840.0,2,2,False,10,59,7,0,1,368,358,358,10
9900.0,2,2,False,8,57,8,0,0,376,368,368,8
9960.0,2,2,False,1,50,1,0,0,376,375,375,1
10020.0,2,2,False,8,57,5,0,0,384,376,376,8
10080.0,2,2,False,2,51,1,0,0,384,382,382,2
10140.0,2,2,False,8,57,3,0,0,392,384,384,8
10200.0,2,2,False,7,48,3,0,0,400,393,393,7
10260.0,2,2,False,28,53,3,16,0,432,404,404,28
10320.0,2,2,False,5,30,5,0,0,432,427,427,5
10380.0,2,2,False,0,25,0,0,0,432,432,432,0
10440.0,2,2,False,5,30,4,0,0,440,435,435,5
10500.0,2,2,False,0,25,0,0,0,440,440,440,0
10560.0,2,2,False,2,27,2,0,0,448,446,446,2
10620.0,2,2,False,0,25,0,0,0,448,448,448,0
10680.0,2,2,False,17,26,13,0,0,472,455,455,17
10740.0,2,2,False,4,13,4,0,0,472,468,468,4
10800.0,3,3,False,4,5,3,0,0,0,0,0,4
10860.0,3,3,False,33,74,11,0,2,72,39,39,33
10920.0,3,3,False,4,45,2,0,1,72,68,68,4
10980.0,3,3,False,8,49,4,0,0,80,72,72,8
11040.0,3,3,False,0,41,0,0,0,80,80,80,0
11100.0,3,3,False,0,41,0,0,0,80,80,80,0
11160.0,3,3,False,6,47,4,0,0,88,82,82,6
11220.0,3,3,False,0,41,0,0,0,88,88,88,0
11280.0,3,3,False,0,41,0,0,0,88,88,88,0
11340.0,3,3,False,3,44,1,0,0,96,93,93,3
11400.0,3,3,False,2,43,1,0,0,104,102,102,2
11460.0,3,3,False,0,41,0,0,0,104,104,104,0
11520.0,3,3,False,5,46,5,0,0,112,107,107,5
11580.0,3,3,False,0,41,0,0,0,112,112,112,0
11640.0,3,3,False,17,58,3,0,0,136,119,119,17
11700.0,3,3,False,3,44,1,0,0,136,133,133,3
11760.0,3,3,False,0,41,0,0,0,136,136,136,0
11820.0,3,3,False,7,48,6,0,1,144,137,137,7
11880.0,3,3,False,0,41,0,0,1,144,144,144,0
11940.0,3,3,False,16,57,4,0,0,160,144,144,16
12000.0,3,3,False,10,51,10,0,0,168,158,158,10
12060.0,3,3,False,2,43,1,0,0,168,166,166,2
12120.0,3,3,False,0,41,0,0,0,168,168,168,0
12180.0,3,3,False,6,47,5,0,0,176,170,170,6
12240.0,3,3,False,1,42,1,0,0,176,175,175,1
12300.0,3,3,False,8,49,0,8,0,184,176,176,8
12360.0,3,3,False,3,44,2,0,0,184,181,181,3
12420.0,3,3,False,16,57,8,0,0,200,184,184,16
12480.0,3,3,False,11,52,7,0,0,208,197,197,11
12540.0,3,3,False,2,43,2,0,0,216,214,214,2
12600.0,3,3,False,0,41,0,0,0,216,216,216,0
12660.0,3,3,False,8,49,0,0,0,224,216,216,8
12720.0,3,3,False,1,42,0,0,0,224,223,223,1
12780.0,3,3,False,0,41,0,0,0,224,224,224,0
12840.0,3,3,False,4,45,2,0,0,232,228,228,4
12900.0,3,3,False,1,42,0,0,0,232,231,231,1
12960.0,3,3,False,0,41,0,0,0,232,232,232,0
13020.0,3,3,False,4,45,4,0,0,240,236,236,4
13080.0,3,3,False,12,53,8,0,0,256,244,244,12
13140.0,3,3,False,12,53,6,0,0,264,252,252,12
13200.0,3,3,False,7,48,1,0,0,264,257,257,7
13260.0,3,3,False,9,50,9,0,0,280,271,271,9
13320.0,3,3,False,7,48,7,0,1,288,281,281,7
13380.0,3,3,False,1,42,1,0,0,288,287,287,1
13440.0,3,3,False,0,41,0,0,0,288,288,288,0
13500.0,3,3,False,5,46,1,0,0,296,291,291,5
13560.0,3,3,False,1,42,1,0,0,296,295,295,1
13620.0,3,3,False,0,41,0,0,0,296,296,296,0
13680.0,3,3,False,2,43,1,0,0,312,310,310,2
13740.0,3,3,False,1,42,0,0,0,312,311,311,1
13800.0,3,3,False,8,49,0,0,0,320,312,312,8
13860.0,3,3,False,2,43,2,0,0,320,318,318,2
13920.0,3,3,False,0,41,0,0,0,320,320,320,0
13980.0,3,3,False,8,49,5,0,0,328,320,320,8
14040.0,3,3,False,15,40,9,0,0,344,329,329,15
14100.0,3,3,False,2,27,1,0,0,344,342,342,2
14160.0,3,3,False,5,30,5,0,0,352,347,347,5
14220.0,3,3,False,13,22,9,0,0,368,355,355,13
14280.0,3,3,False,5,14,2,0,0,368,363,363,5
14340.0,3,3,False,7,8,5,0,1,376,369,369,7
14400.0,4,4,False,0,1,0,0,0,0,0,0,0
14460.0,4,4,False,35,100,10,0,0,72,37,37,35
14520.0,4,4,False,15,80,7,0,1,80,65,65,15
14580.0,4,4,False,3,68,3,0,0,80,77,77,3
14640.0,4,4,False,7,72,6,0,1,88,81,81,7
14700.0,4,4,False,1,66,1,0,1,88,87,87,1
14760.0,4,4,False,4,69,0,0,1,96,92,92,4
14820.0,4,4,False,5,70,5,0,0,104,99,99,5
14880.0,4,4,False,6,71,6,0,0,112,106,106,6
14940.0,4,4,False,16,81,8,0,0,128,112,112,16
15000.0,4,4,False,11,76,3,0,1,136,125,125,11
15060.0,4,4,False,10,75,0,0,0,144,134,134,10
15120.0,4,4,False,2,67,2,0,0,144,142,142,2
15180.0,4,4,False,18,83,12,0,0,168,150,150,18
15240.0,4,4,False,4,69,2,0,1,168,164,164,4
15300.0,4,4,False,8,73,4,0,0,176,168,168,8
15360.0,4,4,False,1,66,1,0,0,176,175,175,1
15420.0,4,4,False,6,71,4,0,0,184,178,178,6
15480.0,4,4,False,12,77,7,0,1,200,188,188,12
15540.0,4,4,False,10,75,2,0,0,216,206,206,10
15600.0,4,4,False,1,66,0,0,0,216,215,215,1
15660.0,4,4,False,3,68,2,0,0,224,221,221,3
15720.0,4,4,False,8,73,0,0,0,232,224,224,8
15780.0,4,4,False,2,67,0,0,1,232,230,230,2
15840.0,4,4,False,9,74,4,0,0,240,231,231,9
15900.0,4,4,False,18,83,9,0,1,256,238,238,18
15960.0,4,4,False,11,76,10,0,0,264,253,253,11
16020.0,4,4,False,9,74,5,0,0,280,271,271,9
16080.0,4,4,False,7,72,4,0,0,288,281,281,7
16140.0,4,4,False,1,66,1,0,0,288,287,287,1
16200.0,4,4,False,4,69,2,0,0,296,292,292,4
16260.0,4,4,False,0,65,0,0,0,296,296,296,0
16320.0,4,4,False,5,70,0,0,1,312,307,307,5
16380.0,4,4,False,9,74,2,0,0,320,311,311,9
16440.0,4,4,False,3,68,2,0,0,320,317,317,3
16500.0,4,4,False,8,73,6,0,0,328,320,320,8
16560.0,4,4,False,10,75,2,0,0,344,334,334,10
16620.0,4,4,False,5,70,5,0,1,352,347,347,5
16680.0,4,4,False,8,73,5,0,0,368,360,360,8
16740.0,4,4,False,8,73,7,0,0,376,368,368,8
16800.0,4,4,False,0,65,0,0,0,376,376,376,0
16860.0,4,4,False,4,69,2,0,0,384,380,380,4
16920.0,4,4,False,8,73,0,0,0,392,384,384,8
16980.0,4,4,False,8,65,0,0,0,400,392,392,8
17040.0,4,4,False,26,83,6,0,0,432,406,406,26
17100.0,4,4,False,7,64,2,0,0,432,425,425,7
17160.0,4,4,False,6,63,5,0,0,440,434,434,6
17220.0,4,4,False,1,58,0,0,0,440,439,439,1
17280.0,4,4,False,5,62,3,0,0,448,443,443,5
17340.0,4,4,False,0,57,0,0,0,448,448,448,0
17400.0,4,4,False,17,66,7,0,0,472,455,455,17
17460.0,4,4,False,4,53,2,0,0,472,468,468,4
17520.0,4,4,False,3,52,3,0,0,480,477,477,3
17580.0,4,4,False,24,57,10,0,0,504,480,480,24
17640.0,4,4,False,8,41,4,0,0,504,496,496,8
17700.0,4,4,False,8,41,4,0,1,512,504,504,8
17760.0,4,4,False,10,35,4,0,0,520,510,510,10
17820.0,4,4,False,7,32,6,0,0,528,521,521,7
17880.0,4,4,False,1,26,1,0,0,528,527,527,1
17940.0,4,4,False,5,22,4,0,0,536,531,531,5
18000.0,5,5,False,17,18,6,0,0,0,0,0,17
18060.0,5,5,False,46,111,22,0,1,80,38,38,46
18120.0,5,5,False,19,84,19,0,0,88,70,70,19
18180.0,5,5,False,16,81,8,0,0,112,96,96,16
18240.0,5,5,False,23,88,16,0,1,136,113,113,23
18300.0,5,5,False,8,73,8,0,1,144,136,136,8
18360.0,5,5,False,17,82,7,0,0,176,159,159,17
18420.0,5,5,False,10,75,6,0,1,184,174,174,10
18480.0,5,5,False,12,77,9,0,1,216,204,204,12
18540.0,5,5,False,11,76,6,0,0,232,221,221,11
18600.0,5,5,False,10,75,5,0,1,240,230,230,10
18660.0,5,5,False,25,90,16,0,0,280,255,255,25
18720.0,5,5,False,16,81,12,0,0,296,280,280,16
18780.0,5,5,False,10,75,10,0,0,312,302,302,10
18840.0,5,5,False,13,78,0,8,0,328,315,315,13
18900.0,5,5,False,26,91,0,0,0,352,326,326,26
18960.0,5,5,False,12,77,12,0,0,376,364,364,12
19020.0,5,5,False,10,75,2,0,0,392,382,382,10
19080.0,5,5,False,33,98,13,0,2,432,399,399,33
19140.0,5,5,False,11,76,7,0,0,440,429,429,11
19200.0,5,5,False,21,86,2,8,0,464,443,443,21
19260.0,5,5,False,11,76,9,0,1,480,469,469,11
19320.0,5,5,False,15,80,9,0,1,504,489,489,15
19380.0,5,5,False,17,82,11,0,0,528,511,511,17
19440.0,5,5,False,8,73,7,0,0,536,528,528,8
19500.0,5,5,False,42,107,22,8,0,584,542,542,42
19560.0,5,5,False,21,86,18,0,0,608,587,587,21
19620.0,5,5,False,6,71,5,0,1,616,610,610,6
19680.0,5,5,False,13,78,3,0,0,640,627,627,13
19740.0,5,5,False,24,89,21,0,0,664,640,640,24
19800.0,5,5,False,15,80,7,8,0,680,665,665,15
19860.0,5,5,False,20,85,8,0,0,704,684,684,20
19920.0,5,5,False,29,94,13,0,0,728,699,699,29
19980.0,5,5,False,13,78,8,0,1,744,731,731,13
20040.0,5,5,False,11,76,5,0,1,760,749,749,11
20100.0,5,5,False,21,86,12,8,0,784,763,763,21
20160.0,5,5,False,22,87,13,0,0,816,794,794,22
20220.0,5,5,False,10,75,1,0,0,832,822,822,10
20280.0,5,5,False,14,79,2,0,0,848,834,834,14
20340.0,5,5,False,28,93,4,8,0,880,852,852,28
20400.0,5,5,False,18,83,6,0,2,896,878,878,18
20460.0,5,5,False,14,79,13,0,0,912,898,898,14
20520.0,5,5,False,14,79,1,0,0,928,914,914,14
20580.0,5,5,False,28,93,2,0,1,960,932,932,28
20640.0,5,5,False,14,79,0,0,1,968,954,954,14
20700.0,5,5,False,23,88,7,0,0,992,969,969,23
20760.0,5,5,False,29,94,7,16,1,1024,995,995,29
20820.0,5,5,False,11,76,5,0,1,1032,1021,1021,11
20880.0,5,5,False,14,79,6,0,2,1056,1042,1042,14
20940.0,5,5,False,18,67,12,0,0,1080,1062,1062,18
21000.0,5,5,False,31,80,10,0,1,1112,1081,1081,31
21060.0,5,5,False,20,69,4,0,2,1136,1116,1116,20
21120.0,5,5,False,14,55,5,0,1,1152,1138,1138,14
21180.0,5,5,False,17,58,9,0,0,1176,1159,1159,17
21240.0,5,5,False,16,57,9,0,0,1200,1184,1184,16
21300.0,5,5,False,14,55,3,0,0,1216,1202,1202,14
21360.0,5,5,False,21,54,7,0,0,1240,1219,1219,21
21420.0,5,5,False,30,47,6,0,2,1264,1234,1234,30
21480.0,5,5,False,10,27,1,0,3,1280,1270,1270,10
21540.0,5,5,False,12,29,5,0,0,1296,1284,1284,12
21600.0,6,6,False,18,19,8,0,0,0,0,0,18
21660.0,6,6,False,45,118,16,0,1,88,43,43,45
21720.0,6,6,False,48,121,6,8,3,144,96,96,48
21780.0,6,6,False,30,103,18,8,1,184,154,154,30
21840.0,6,6,False,24,97,13,0,0,232,208,208,24
21900.0,6,6,False,48,121,19,0,0,288,240,240,48
21960.0,6,6,False,38,111,2,0,2,320,282,282,38
22020.0,6,6,False,47,120,26,0,1,376,329,329,47
22080.0,6,6,False,60,134,11,3,1,431,371,371,60
22140.0,6,6,False,26,99,10,8,0,464,438,438,26
22200.0,6,6,False,44,117,6,0,3,512,468,468,44
22260.0,6,6,False,38,111,20,0,0,560,522,522,38
22320.0,6,6,False,45,118,6,0,0,616,571,571,45
22380.0,6,6,False,38,111,15,0,1,664,626,626,38
22440.0,6,6,False,34,107,15,0,2,704,670,670,34
22500.0,6,6,False,31,104,12,0,1,752,721,721,31
22560.0,6,6,False,62,135,9,0,3,816,754,754,62
22620.0,6,6,False,26,99,12,0,1,848,822,822,26
22680.0,6,6,False,44,117,2,0,0,896,852,852,44
22740.0,6,6,False,26,99,9,0,0,928,902,902,26
22800.0,6,6,False,29,102,5,0,0,976,947,947,29
22860.0,6,6,False,42,115,30,0,0,1032,990,990,42
22920.0,6,6,False,33,106,22,0,0,1080,1047,1047,33
22980.0,6,6,False,49,122,8,0,3,1144,1095,1095,49
23040.0,6,6,False,43,116,23,0,0,1192,1149,1149,43
23100.0,6,6,False,32,105,18,0,0,1232,1200,1200,32
23160.0,6,6,False,39,112,17,0,2,1280,1241,1241,39
23220.0,6,6,False,28,101,9,0,2,1312,1284,1284,28
23280.0,6,6,False,25,98,12,0,2,1360,1335,1335,25
23340.0,6,6,False,35,108,16,0,0,1408,1373,1373,35
23400.0,6,6,False,24,97,20,0,0,1448,1424,1424,24
23460.0,6,6,False,29,102,13,0,2,1504,1475,1475,29
23520.0,6,6,False,45,118,20,0,1,1560,1515,1515,45
23580.0,6,6,False,31,104,11,0,2,1608,1577,1577,31
23640.0,6,6,False,44,117,13,0,2,1664,1620,1620,44
23700.0,6,6,False,44,117,16,0,1,1712,1668,1668,44
23760.0,6,6,False,30,103,20,0,0,1744,1714,1714,30
23820.0,6,6,False,34,107,21,0,0,1792,1758,1758,34
23880.0,6,6,False,21,94,12,0,0,1824,1803,1803,21
23940.0,6,6,False,27,100,18,0,1,1888,1861,1861,27
24000.0,6,6,False,47,120,2,8,2,1944,1897,1897,47
24060.0,6,6,False,30,103,20,8,0,1984,1954,1954,30
24120.0,6,6,False,39,112,25,0,1,2032,1993,1993,39
24180.0,6,6,False,57,130,9,0,0,2088,2031,2031,57
24240.0,6,6,False,49,122,25,0,1,2136,2087,2087,49
24300.0,6,6,False,44,117,18,0,1,2184,2140,2140,44
24360.0,6,6,False,35,108,10,0,2,2224,2189,2189,35
24420.0,6,6,False,25,98,6,0,1,2272,2247,2247,25
24480.0,6,6,False,45,118,18,0,0,2328,2283,2283,45
24540.0,6,6,False,18,91,9,0,0,2360,2342,2342,18
24600.0,6,6,False,40,113,8,0,3,2416,2376,2376,40
24660.0,6,6,False,43,116,11,0,0,2464,2421,2421,43
24720.0,6,6,False,32,105,20,0,0,2504,2472,2472,32
24780.0,6,6,False,47,112,24,0,2,2560,2513,2513,47
24840.0,6,6,False,36,93,10,0,0,2600,2564,2564,36
24900.0,6,6,False,44,85,8,0,0,2664,2620,2620,44
24960.0,6,6,False,39,80,8,0,0,2712,2673,2673,39
25020.0,6,6,False,26,67,18,0,0,2752,2726,2726,26
25080.0,6,6,False,31,72,5,0,0,2800,2769,2769,31
25140.0,6,6,False,47,64,25,0,0,2856,2809,2809,47
25200.0,7,7,False,22,23,14,0,0,0,0,0,22
25260.0,7,7,False,91,164,21,0,4,128,37,37,91
25320.0,7,7,False,57,130,13,0,3,200,143,143,57
25380.0,7,7,False,57,130,14,0,2,280,223,223,57
25440.0,7,7,False,47,120,15,0,1,344,297,297,47
25500.0,7,7,False,68,141,16,0,1,432,364,364,68
25560.0,7,7,False,50,123,25,0,1,504,454,454,50
25620.0,7,7,False,75,148,28,0,2,600,525,525,75
25680.0,7,7,False,60,133,23,0,2,664,604,604,60
25740.0,7,7,False,57,130,13,0,2,744,687,687,57
25800.0,7,7,False,61,134,17,0,1,824,763,763,61
25860.0,7,7,False,59,132,22,0,4,904,845,845,59
25920.0,7,7,False,54,127,9,0,0,968,914,914,54
25980.0,7,7,False,56,129,9,0,1,1048,992,992,56
26040.0,7,7,False,77,150,17,0,0,1144,1067,1067,77
26100.0,7,7,False,51,124,24,0,2,1208,1157,1157,51
26160.0,7,7,False,54,127,17,0,4,1288,1234,1234,54
26220.0,7,7,False,52,125,4,0,0,1360,1308,1308,52
26280.0,7,7,False,53,126,25,0,3,1440,1387,1387,53
26340.0,7,7,False,50,123,20,0,2,1512,1462,1462,50
26400.0,7,7,False,66,139,15,0,1,1608,1542,1542,66
26460.0,7,7,False,57,130,6,0,1,1680,1623,1623,57
26520.0,7,7,False,69,142,28,1,3,1760,1691,1691,69
26580.0,7,7,False,49,122,19,0,2,1824,1775,1775,49
26640.0,7,7,False,59,132,9,0,0,1912,1853,1853,59
26700.0,7,7,False,49,122,14,0,1,1984,1935,1935,49
26760.0,7,7,False,51,124,10,8,2,2064,2013,2013,51
26820.0,7,7,False,63,136,8,0,1,2144,2081,2081,63
26880.0,7,7,False,59,132,26,0,0,2232,2173,2173,59
26940.0,7,7,False,68,141,12,0,2,2320,2252,2252,68
27000.0,7,7,False,51,124,23,0,2,2384,2333,2333,51
27060.0,7,7,False,61,134,15,0,1,2464,2403,2403,61
27120.0,7,7,False,66,131,10,0,0,2544,2478,2478,66
27180.0,7,7,False,83,148,23,0,3,2648,2565,2565,83
27240.0,7,7,False,71,136,22,0,0,2712,2641,2641,71
27300.0,7,7,False,59,124,21,0,3,2792,2733,2733,59
27360.0,7,7,False,62,127,12,0,1,2864,2802,2802,62
27420.0,7,7,False,67,132,21,0,1,2944,2877,2877,67
27480.0,7,7,False,62,127,12,0,1,3016,2954,2954,62
27540.0,7,7,False,62,127,15,0,3,3096,3034,3034,62
27600.0,7,7,False,74,139,26,0,1,3184,3110,3110,74
27660.0,7,7,False,62,127,13,0,3,3256,3194,3194,62
27720.0,7,7,False,63,128,34,0,2,3336,3273,3273,63
27780.0,7,7,False,64,129,15,0,2,3416,3352,3352,64
27840.0,7,7,False,58,123,34,8,0,3488,3430,3430,58
27900.0,7,7,False,47,112,25,8,3,3552,3505,3505,47
27960.0,7,7,False,54,119,18,8,3,3632,3578,3578,54
